,loss,accuracy,val_loss,val_accuracy
0,4.785067081451416,0.09096764028072357,4.03559684753418,0.13940760493278503
1,3.7121386528015137,0.1845918595790863,3.6778111457824707,0.20170637965202332
2,3.3174357414245605,0.24706166982650757,3.439150094985962,0.23712170124053955
3,3.052260398864746,0.28767508268356323,3.164222478866577,0.2942691445350647
4,2.8440351486206055,0.3241828978061676,3.134369373321533,0.3084352910518646
5,2.7030551433563232,0.34785059094429016,3.0631964206695557,0.3105280101299286
6,2.5637736320495605,0.3739736080169678,2.905853748321533,0.35061171650886536
7,2.4443917274475098,0.3988085687160492,2.9553003311157227,0.35061171650886536
8,2.341804027557373,0.4152712821960449,3.2229197025299072,0.31535738706588745
9,2.2361185550689697,0.4328610599040985,3.0260722637176514,0.3427237570285797
10,2.1462695598602295,0.4523426294326782,2.9811487197875977,0.35688990354537964
11,2.071058511734009,0.46820157766342163,2.938526153564453,0.3638119697570801
