,loss,accuracy,val_loss,val_accuracy
0,5.094135761260986,0.08038157969713211,4.227659702301025,0.09980682283639908
1,3.990105152130127,0.12594589591026306,3.9486682415008545,0.13779781758785248
2,3.814831495285034,0.1485670655965805,3.8127074241638184,0.155988410115242
3,3.6947038173675537,0.16350023448467255,3.7462055683135986,0.16854475438594818
4,3.616055488586426,0.17509257793426514,3.7423362731933594,0.1772376000881195
5,3.5442395210266113,0.1846321076154709,3.714862823486328,0.17933033406734467
6,3.475191116333008,0.19473515450954437,3.671569347381592,0.19285254180431366
7,3.425593614578247,0.1987602710723877,3.6490063667297363,0.1925305873155594
8,3.363579273223877,0.20656898617744446,3.692732095718384,0.18979394435882568
9,3.3166086673736572,0.2135324478149414,3.6832377910614014,0.1980038583278656
10,3.2667322158813477,0.22222669422626495,3.6519246101379395,0.19607211649417877
11,3.217954158782959,0.22548703849315643,3.693868637084961,0.19719897210597992
12,3.1771697998046875,0.23289325833320618,3.716456890106201,0.21394075453281403
13,3.131392478942871,0.23897117376327515,3.7339744567871094,0.1989697366952896
14,3.0926249027252197,0.2398969531059265,3.821045398712158,0.20862846076488495
15,3.0530037879943848,0.2508452832698822,3.7956931591033936,0.20444300770759583
16,3.009688377380371,0.2562389373779297,3.8644967079162598,0.2062137871980667
17,2.9723992347717285,0.2613105773925781,3.881934881210327,0.2107211798429489
