,loss,accuracy,val_loss,val_accuracy
0,4.467984676361084,0.07808726280927658,4.280613422393799,0.08821635693311691
1,4.243201732635498,0.0866205096244812,4.245392799377441,0.08902125060558319
2,4.212376117706299,0.088351309299469,4.236467361450195,0.0872504860162735
3,4.196519374847412,0.08847206830978394,4.23337984085083,0.08902125060558319
4,4.187605381011963,0.08907583355903625,4.23213529586792,0.09014809876680374
5,4.1815595626831055,0.08971985429525375,4.230493068695068,0.08467482030391693
6,4.176692485809326,0.08718402683734894,4.229962348937988,0.0895041823387146
7,4.1736674308776855,0.08851231634616852,4.231785774230957,0.08789439499378204
8,4.170011520385742,0.0885525643825531,4.233821392059326,0.09079201519489288
9,4.167568683624268,0.0881098061800003,4.236370086669922,0.0849967822432518
