,loss,accuracy,val_loss,val_accuracy
0,4.5513811111450195,0.1363709568977356,3.5514516830444336,0.21667739748954773
1,3.292736291885376,0.2639268934726715,3.08746075630188,0.31133291125297546
2,2.8101119995117188,0.3509901762008667,2.810454845428467,0.3572118580341339
3,2.4975507259368896,0.4041619598865509,2.6006174087524414,0.40067610144615173
4,2.242763042449951,0.45181936025619507,2.570047378540039,0.4095299541950226
5,2.060504674911499,0.4883674085140228,2.520423412322998,0.4277205467224121
6,1.8808761835098267,0.5233859419822693,2.542893171310425,0.43013522028923035
7,1.7295335531234741,0.5524070262908936,2.517845630645752,0.44510623812675476
8,1.5992060899734497,0.5777249932289124,2.5263540744781494,0.4452672302722931
9,1.4830952882766724,0.6045725345611572,2.6153767108917236,0.4480038583278656
10,1.3609358072280884,0.6325873732566833,2.6686761379241943,0.44864776730537415
