,loss,accuracy,val_loss,val_accuracy
0,5.015111923217773,0.04488005116581917,4.663997173309326,0.06052801012992859
1,4.28390645980835,0.11181773990392685,4.170530796051025,0.1202511265873909
2,3.9172539710998535,0.15617452561855316,3.882822036743164,0.17240823805332184
3,3.6698715686798096,0.1976734846830368,3.763763904571533,0.19462330639362335
4,3.485874652862549,0.22262920439243317,3.7446024417877197,0.19591113924980164
5,3.3376572132110596,0.245733380317688,3.6383416652679443,0.21893109381198883
6,3.2164676189422607,0.2656576931476593,3.614661455154419,0.22762395441532135
7,3.092341423034668,0.2830462157726288,3.5380468368530273,0.23985834419727325
8,3.0038294792175293,0.298502653837204,3.5768680572509766,0.23905344307422638
9,2.9041757583618164,0.31081950664520264,3.5888004302978516,0.2472633570432663
10,2.8154914379119873,0.32579293847084045,3.702449083328247,0.24855118989944458
11,2.7443394660949707,0.33356142044067383,3.6183879375457764,0.2625563442707062
12,2.6586294174194336,0.3510304391384125,3.619128704071045,0.2672247290611267
