,loss,accuracy,val_loss,val_accuracy
0,14.739109992980957,0.015013685449957848,7.786803245544434,0.01609787531197071
1,6.449456691741943,0.017871517688035965,6.113966464996338,0.010946555063128471
2,5.41608190536499,0.020165834575891495,4.992729187011719,0.025112684816122055
3,4.962786674499512,0.02290291339159012,4.840497016906738,0.022215068340301514
4,4.8061041831970215,0.025800997391343117,4.832976341247559,0.027366386726498604
5,4.760135173797607,0.02757204882800579,4.79341983795166,0.032839663326740265
6,4.732229709625244,0.027733054012060165,4.741001605987549,0.02817128226161003
7,4.7132182121276855,0.0302286259829998,4.740347862243652,0.03042498417198658
8,4.694793224334717,0.032361939549446106,4.727588653564453,0.035415325313806534
9,4.679533958435059,0.03779584541916847,4.707818031311035,0.03235672786831856
10,4.6663498878479,0.03839961439371109,4.696813583374023,0.03992272913455963
11,4.6521687507629395,0.04025116562843323,4.696116924285889,0.040888603776693344
12,4.64799690246582,0.040210917592048645,4.712603569030762,0.03589826077222824
13,4.634726524353027,0.04161970689892769,4.696639537811279,0.03783000633120537
14,4.627441883087158,0.04206246882677078,4.687697887420654,0.03895685821771622
15,4.624011993408203,0.04133794829249382,4.682315349578857,0.04169349744915962
16,4.617749214172363,0.04322975501418114,4.681554317474365,0.0424983911216259
17,4.613681793212891,0.04153920337557793,4.673740863800049,0.0447520911693573
18,4.608229637145996,0.04093543812632561,4.698480129241943,0.03444945439696312
19,4.602571487426758,0.04230397567152977,4.699131488800049,0.03670315444469452
20,4.602960586547852,0.04327000305056572,4.677064418792725,0.041210561990737915
