,loss,accuracy,val_loss,val_accuracy
0,6.379894733428955,0.0979713425040245,4.307188034057617,0.1645202785730362
1,3.89516019821167,0.18777169287204742,3.633997917175293,0.21313586831092834
2,3.457695484161377,0.23526807129383087,3.4363350868225098,0.24404378235340118
3,3.2314343452453613,0.2694815695285797,3.2565245628356934,0.27060526609420776
4,3.0673725605010986,0.29302850365638733,3.2145683765411377,0.2825177013874054
5,2.957658529281616,0.3130333423614502,3.15985369682312,0.29314231872558594
6,2.8481669425964355,0.3286910355091095,3.189286470413208,0.2955569922924042
7,2.7723076343536377,0.3400418758392334,3.147921562194824,0.30714744329452515
8,2.69413423538208,0.3512316942214966,3.145392656326294,0.3082742989063263
9,2.6136014461517334,0.3662453591823578,3.2090909481048584,0.310045063495636
10,2.540794610977173,0.378199964761734,3.19807767868042,0.30618157982826233
11,2.4754462242126465,0.39095959067344666,3.242305040359497,0.3232453167438507
