,loss,accuracy,val_loss,val_accuracy
0,4.65410852432251,0.03240219131112099,4.560934543609619,0.0352543480694294
1,4.536557197570801,0.03497826308012009,4.542662620544434,0.03219575062394142
2,4.529153347015381,0.034616004675626755,4.540213108062744,0.040888603776693344
3,4.525021076202393,0.03481725975871086,4.543245315551758,0.040888603776693344
4,4.524864673614502,0.03586379066109657,4.542172431945801,0.0352543480694294
5,4.5233540534973145,0.0347367562353611,4.5389862060546875,0.040888603776693344
6,4.522724151611328,0.03509901836514473,4.538086891174316,0.040888603776693344
7,4.522238254547119,0.035300273448228836,4.53822660446167,0.0352543480694294
8,4.521860599517822,0.03550152853131294,4.5385003089904785,0.040888603776693344
9,4.52034854888916,0.03670906275510788,4.542010307312012,0.03766902908682823
